place;phase;hackett_class;golvin_class;vasa_class;t_building;dinasty_gr;overall_max;overall_min;overall_m2;arena_max;arena_min;arena_m2;cavea_wide;cavea_height;cavea_m2;seat_est;mod_country;lat;long;elevation_m;bib
anazarbus;;;;cili#01;amphitheater;principate;;;;83;68;;;;;;turkey;37.244094;35.894673;42;2009_dodge
anazarbus;;;;cili#01;amphitheater;principate;109;80;;60;43;;;;;;turkey;37.244094;35.894673;42;2016_sfsheath_com
anazarbus;;;;cili#01;amphitheater;principate;;;;83;62;;;;;;turkey;37.244094;35.894673;42;1952_gough
